Bedroom AbvGr,Bsmt Qual_Fa,Bsmt Qual_Gd,Bsmt Qual_None,Bsmt Qual_Po,Bsmt Qual_TA,BsmtExposureEnc,BsmtFin Type 1_BLQ,BsmtFin Type 1_GLQ,BsmtFin Type 1_LwQ,BsmtFin Type 1_None,BsmtFin Type 1_Rec,BsmtFin Type 1_Unf,Central Air_Y,Exter Qual_Fa,Exter Qual_Gd,Exter Qual_TA,Exterior1stEnc,Exterior2Enc,Fireplace Qu_Fa,Fireplace Qu_Gd,Fireplace Qu_None,Fireplace Qu_Po,Fireplace Qu_TA,Fireplaces,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Garage Area,Garage Finish_None,Garage Finish_RFn,Garage Finish_Unf,Garage Yr Blt,GarageQualEnc,GarageTypeEnc,Gr Liv Area,Heating QC_Fa,Heating QC_Gd,Heating QC_Po,Heating QC_TA,Id,Kitchen AbvGr,Kitchen Qual_Fa,Kitchen Qual_Gd,Kitchen Qual_Po,Kitchen Qual_TA,Lot Area,Lot Frontage,Lot Shape_IR2,Lot Shape_IR3,Lot Shape_Reg,Low Qual Fin SF,MS SubClass,MSzoningEnc,Mas Vnr Area,Mas Vnr Type_BrkFace,Mas Vnr Type_CBlock,Mas Vnr Type_None,Mas Vnr Type_Stone,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Overall Qual,PID,PavedDriveEnc,SalePrice,SaleTypeEnc,TotRms AbvGrd,Total Bsmt SF,TotalBath,TotalPorch,TotalSF,Year Built,Year Remod/Add
3,0,1,0,0,0,0.0,0,0,0,0,0,1,1,0,0,1,1.0,1.0,0,0,1,0,0,0,0,1,0,0,0,527.0,0,0,0,1998.0,1.0,1.0,1724,0,0,0,0,1439,1,0,1,0,0,8924,57.0,0,0,0,0,60,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,907187030,1.0,12.144197241812087,1.0,8,880.0,2.5,275,2604.0,1998,1999
3,0,0,0,0,1,1.0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,488.0,0,1,0,1958.0,1.0,1.0,1336,0,0,0,0,2577,1,0,0,0,1,9610,72.0,0,0,0,0,20,1.0,632.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,535177100,1.0,11.99535161421452,1.0,7,1121.0,1.5,80,2457.0,1958,1958
4,0,0,0,0,1,1.0,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,282.0,0,0,1,1950.0,1.0,1.0,1558,0,0,0,1,2241,1,0,0,0,1,13710,75.0,0,0,1,0,50,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,910205130,1.0,11.931635799828413,1.0,6,910.0,1.5,289,2468.0,1950,1950
3,0,1,0,0,0,1.0,0,1,0,0,0,0,1,0,1,0,1.0,1.0,0,1,0,0,0,1,0,1,0,0,0,678.0,0,1,0,2004.0,1.0,1.0,1947,0,0,0,0,71,1,0,1,0,0,12552,100.0,0,0,1,0,60,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,528477080,1.0,12.448626590364206,1.0,8,991.0,2.5,136,2938.0,2004,2005
3,0,1,0,0,0,0.0,0,1,0,0,0,0,1,0,1,0,1.0,1.0,0,0,1,0,0,0,0,1,0,0,0,483.0,0,1,0,1994.0,1.0,1.0,1657,0,0,0,0,1143,1,0,1,0,0,14565,43.0,1,0,0,0,60,1.0,145.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,531384030,1.0,12.14950229404178,1.0,6,832.0,2.5,218,2489.0,1994,1995
3,0,1,0,0,0,1.0,0,1,0,0,0,0,1,0,1,0,0.0,0.0,1,0,0,0,0,2,1,0,0,0,0,550.0,0,0,0,1978.0,1.0,1.0,2064,0,0,0,1,1021,1,0,1,0,0,18559,56.0,0,0,0,0,20,1.0,383.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,527302185,1.0,12.367340793126296,1.0,7,2048.0,3.0,200,4112.0,1978,1978
3,0,0,0,0,1,1.0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,240.0,0,0,1,1950.0,1.0,0.0,1164,0,0,0,1,1416,1,0,0,0,1,10880,68.0,0,0,1,0,190,1.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,905479110,1.0,11.736069016284437,0.0,5,1164.0,2.0,48,2328.0,1950,1950
2,0,1,0,0,0,1.0,0,0,0,0,0,1,1,0,0,1,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,308.0,0,0,1,1975.0,1.0,1.0,836,0,0,0,0,35,1,0,0,0,1,2280,24.0,0,0,1,0,120,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,527453150,1.0,11.695247021764184,1.0,4,836.0,1.0,30,1672.0,1975,1975
3,0,0,1,0,0,0.0,0,0,0,1,0,0,1,0,0,1,0.0,1.0,0,0,1,0,0,0,1,0,0,0,0,270.0,0,0,1,1951.0,0.0,1.0,1600,0,0,0,1,2904,1,0,0,0,1,31250,125.0,0,0,1,0,20,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,923125030,0.0,11.308358299228955,1.0,6,0.0,1.5,135,1600.0,1951,1951
3,0,1,0,0,0,0.0,0,1,0,0,0,0,1,0,0,1,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,816,0,0,0,1,2174,1,0,0,0,1,11841,81.0,0,0,1,0,90,1.0,104.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,908127100,1.0,11.682668239557323,1.0,5,816.0,2.0,32,1632.0,1990,1990
2,0,0,0,0,0,0.0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0,1,0,0,0,1,0,1,0,0,0,478.0,0,0,0,2009.0,1.0,1.0,1766,0,0,0,0,522,1,0,0,0,0,9187,85.0,0,0,1,0,20,0.0,162.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,528458160,1.0,12.823628446539173,0.0,7,1766.0,3.5,325,3532.0,2009,2009
4,0,0,0,0,1,1.0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,871.0,0,0,1,1949.0,1.0,0.0,2002,0,0,0,1,2211,2,0,0,0,1,6270,82.0,0,0,1,0,90,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,909275030,1.0,11.884489021402711,1.0,8,1001.0,2.0,0,3003.0,1949,1950
3,0,0,0,0,1,1.0,1,0,0,0,0,0,1,0,1,0,1.0,1.0,0,0,0,0,1,2,1,0,0,0,0,431.0,0,0,1,1939.0,1.0,1.0,1954,0,0,0,0,1539,1,0,1,0,0,15660,64.0,0,0,0,0,50,1.0,312.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,909425010,1.0,12.649154617209645,1.0,8,798.0,2.0,269,2752.0,1939,2006
2,0,1,0,0,0,0.0,0,1,0,0,0,0,1,0,1,0,1.0,1.0,0,1,0,0,0,1,0,1,0,0,0,437.0,0,0,0,2006.0,1.0,1.0,1364,0,0,0,0,2420,1,0,1,0,0,3087,43.0,0,0,1,0,120,1.0,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,528228280,1.0,12.256052577835195,0.0,6,1220.0,3.0,116,2584.0,2006,2006
3,0,1,0,0,0,1.0,0,1,0,0,0,0,1,0,1,0,1.0,1.0,0,0,1,0,0,0,0,1,0,0,0,492.0,0,1,0,2002.0,1.0,0.0,1861,0,0,0,0,2779,1,0,1,0,0,13450,95.0,0,0,0,0,60,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,907192010,1.0,12.206072645530174,1.0,8,916.0,3.5,237,2777.0,2002,2002
4,0,0,1,0,0,0.0,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,539.0,0,0,1,1977.0,1.0,1.0,1734,0,0,0,1,953,2,0,1,0,0,10125,75.0,0,0,1,0,90,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,914476020,1.0,11.744037185933616,0.0,8,0.0,2.0,0,1734.0,1977,1977
2,1,0,0,0,0,1.0,0,0,0,0,0,1,1,0,1,0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,281.0,0,0,1,1940.0,1.0,0.0,1039,0,1,0,0,658,1,0,0,0,1,8146,80.0,0,0,1,0,70,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,535377150,0.0,11.643953727376633,1.0,6,405.0,1.0,279,1444.0,1900,2003
3,1,0,0,0,0,1.0,0,0,0,0,0,1,1,0,1,0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,720.0,0,0,1,1974.0,1.0,0.0,1510,0,0,0,1,714,1,0,1,0,0,9600,60.0,0,0,1,0,70,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,902301060,0.0,11.379394072345706,1.0,7,677.0,2.0,160,2187.0,1910,1950
4,0,0,0,0,0,0.0,0,1,0,0,0,0,1,0,1,0,1.0,1.0,0,1,0,0,0,1,0,1,0,0,0,729.0,0,0,0,2005.0,1.0,0.0,2541,0,0,0,0,1637,1,0,0,0,0,12328,98.0,0,0,0,0,60,1.0,146.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,527212060,1.0,12.763586225373727,1.0,10,1149.0,4.5,152,3690.0,2005,2005
3,0,1,0,0,0,0.0,1,0,0,0,0,0,1,0,1,0,1.0,1.0,0,0,1,0,0,0,0,1,0,0,0,845.0,0,1,0,2004.0,1.0,1.0,1512,0,0,0,0,538,1,0,1,0,0,10141,76.0,0,0,0,0,20,1.0,264.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,531369020,1.0,12.220961258023925,1.0,6,1512.0,2.0,246,3024.0,2004,2004
3,0,1,0,0,0,1.0,0,1,0,0,0,0,1,0,1,0,1.0,1.0,0,0,0,0,1,1,0,1,0,0,0,527.0,0,1,0,2001.0,1.0,1.0,1434,0,0,0,0,546,1,0,1,0,0,8529,65.0,0,0,0,0,20,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,531385020,1.0,12.14950229404178,1.0,6,1454.0,2.0,329,2888.0,2001,2001
3,0,1,0,0,0,1.0,0,1,0,0,0,0,1,0,1,0,1.0,1.0,0,0,1,0,0,0,0,1,0,0,0,628.0,0,1,0,2003.0,1.0,1.0,1653,0,0,0,0,533,1,0,1,0,0,8127,65.0,0,0,0,0,60,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,528490070,1.0,12.250089530946948,1.0,6,812.0,3.5,45,2465.0,2003,2003
3,1,0,0,0,0,0.0,0,0,0,0,0,1,1,0,0,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,357.0,0,0,1,1930.0,1.0,0.0,2007,0,1,0,0,718,1,0,0,0,0,8400,70.0,0,0,1,0,70,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,902327070,1.0,11.982929094215963,1.0,8,917.0,2.0,235,2924.0,1900,1950
2,1,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,431.0,0,1,0,1974.0,1.0,1.0,1037,0,0,0,1,1830,1,0,0,0,1,10751,44.0,0,0,0,0,20,1.0,44.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,532479050,1.0,11.76756768334381,1.0,5,1037.0,2.0,183,2074.0,1974,1974
2,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,418.0,0,1,0,1975.0,1.0,1.0,1389,0,1,0,0,2929,1,0,0,0,1,10010,77.0,0,0,1,0,20,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,924100070,1.0,12.043553716032399,1.0,6,1389.0,2.0,278,2778.0,1974,1975
2,0,0,0,0,1,1.0,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0,1,0,0,0,1,0,1,0,0,0,352.0,0,0,1,1990.0,0.0,0.0,694,0,0,0,1,2207,1,0,1,0,0,4280,40.0,0,0,1,0,30,1.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,909254140,0.0,11.411446296020374,1.0,4,440.0,1.0,34,1134.0,1913,2002
2,0,0,0,0,1,1.0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,1096,1,0,0,0,1417,1,0,0,0,1,9600,60.0,0,0,1,0,50,1.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,905480150,0.0,11.27720313144916,1.0,5,572.0,1.0,136,1668.0,1924,1950
3,0,0,0,0,1,1.0,0,0,0,0,0,0,1,0,0,1,1.0,1.0,0,0,1,0,0,0,0,1,0,0,0,552.0,0,0,1,1975.0,1.0,1.0,894,0,0,0,1,2787,1,0,0,0,1,9800,70.0,0,0,1,0,20,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,907203040,1.0,11.917723684090689,1.0,5,894.0,2.0,256,1788.0,1972,1972
3,0,1,0,0,0,1.0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,576.0,0,0,1,1977.0,1.0,0.0,864,0,0,0,1,1037,1,0,0,0,1,7560,63.0,0,0,1,0,20,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,527403360,1.0,11.719939634354555,1.0,5,864.0,2.0,0,1728.0,1971,1971
4,0,0,0,0,1,1.0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,779.0,0,0,1,1920.0,0.0,0.0,1774,1,0,0,0,2659,2,0,0,0,1,9600,60.0,0,0,1,0,70,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,902305090,0.0,11.37366339763672,1.0,8,1095.0,3.0,90,2869.0,1900,1950
3,0,0,0,0,1,0.0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0,0,1,0,1,1,0,0,0,0,358.0,0,0,0,1977.0,1.0,1.0,1118,0,0,0,1,1567,1,0,0,0,1,9880,76.0,0,0,1,0,80,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,914475020,1.0,12.049418835484797,1.0,6,1096.0,2.0,203,2214.0,1977,1977
3,0,0,0,0,1,1.0,1,0,0,0,0,0,1,0,0,1,1.0,1.0,0,0,1,0,0,0,1,0,0,0,0,288.0,0,0,1,1950.0,1.0,1.0,1252,0,0,0,1,1225,1,0,0,0,1,9600,80.0,0,0,1,0,50,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,534477080,1.0,11.686878772093667,1.0,6,1032.0,1.0,96,2284.0,1950,1950
3,0,0,0,0,1,1.0,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,672.0,0,0,1,1959.0,1.0,1.0,1148,0,0,0,1,685,1,0,0,0,1,7931,70.0,0,0,1,0,20,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,535453200,1.0,11.794337924408413,1.0,6,1148.0,2.0,0,2296.0,1959,1959
3,0,0,0,0,1,1.0,0,0,0,0,0,1,1,0,0,1,0.0,0.0,0,1,0,0,0,1,0,1,0,0,0,228.0,0,0,1,1925.0,1.0,0.0,1666,1,0,0,0,1358,1,0,1,0,0,5100,60.0,0,0,1,0,70,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,903427090,1.0,11.9891596439666,1.0,7,588.0,1.0,255,2254.0,1925,1996
3,0,1,0,0,0,0.0,0,1,0,0,0,0,1,0,1,0,1.0,1.0,0,0,0,0,1,1,0,1,0,0,0,725.0,0,0,0,2001.0,1.0,0.0,1947,0,0,0,0,1461,1,0,1,0,0,9720,70.0,0,0,0,0,60,1.0,134.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,907255030,1.0,12.520883385370206,1.0,7,1357.0,3.5,284,3304.0,2001,2002
3,0,0,0,0,1,1.0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,1,0,0,0,0,1,1,0,0,0,0,336.0,0,0,1,1974.0,1.0,0.0,912,0,0,0,1,221,1,0,0,0,1,8521,70.0,0,0,1,0,20,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,905104210,1.0,11.736069016284437,1.0,5,912.0,1.0,0,1824.0,1967,1967
4,0,0,0,0,1,1.0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0.0,1,0,0,0.0,0.0,0.0,1195,0,0,0,1,2187,2,0,0,0,1,8741,52.0,0,0,1,0,90,1.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,908225310,0.0,11.49781182716018,1.0,8,1195.0,2.0,118,2390.0,1946,1950
2,0,1,0,0,0,1.0,0,1,0,0,0,0,1,0,1,0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,757.0,0,1,0,1994.0,1.0,1.0,1624,0,0,0,0,2504,1,0,1,0,0,12461,89.0,0,0,1,0,20,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,533128090,1.0,12.476099782743233,1.0,5,1624.0,3.0,306,3248.0,1994,1995
2,0,0,0,0,1,1.0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,444.0,0,0,1,1979.0,1.0,1.0,914,0,0,0,1,855,1,0,0,0,1,6950,76.0,0,0,0,0,20,1.0,40.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,907201280,1.0,11.812289042195847,1.0,5,914.0,2.0,0,1828.0,1979,1979
2,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,0,1,1.0,1.0,0,1,0,0,0,2,1,0,0,0,0,308.0,0,1,0,1959.0,1.0,1.0,1328,0,1,0,0,2258,1,0,0,0,1,16905,115.0,0,0,1,0,20,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,916326040,0.0,12.043553716032399,1.0,5,1350.0,2.0,104,2678.0,1959,1959
3,0,0,0,0,1,1.0,0,0,0,0,0,1,1,0,0,1,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,225.0,0,0,1,1926.0,1.0,0.0,1461,0,0,0,1,2205,1,0,0,0,1,7155,53.0,0,0,1,0,70,1.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,909254100,0.0,11.813030057420567,1.0,6,686.0,1.0,116,2147.0,1926,1991
4,0,1,0,0,0,1.0,0,0,0,0,0,0,1,0,1,0,0.0,0.0,0,1,0,0,0,2,0,1,0,0,0,473.0,0,1,0,1990.0,1.0,1.0,2683,0,0,0,0,1158,1,0,1,0,0,9205,88.5,0,0,0,0,60,1.0,304.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,533125080,1.0,12.577636201962656,1.0,9,930.0,3.5,684,3613.0,1990,1991
3,0,1,0,0,0,1.0,0,0,0,0,0,1,1,0,1,0,1.0,1.0,0,0,1,0,0,0,0,1,0,0,0,462.0,0,1,0,2007.0,1.0,1.0,1258,0,0,0,0,1741,1,0,1,0,0,7697,64.0,0,0,1,0,20,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,528222090,1.0,12.063932878369052,0.0,6,1246.0,2.0,0,2504.0,2007,2007
3,0,0,0,0,1,1.0,0,1,0,0,0,0,1,0,0,1,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,230.0,0,0,1,1948.0,1.0,1.0,2008,0,0,0,0,2735,1,0,0,0,0,7800,78.0,0,0,1,0,20,1.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,905426100,1.0,12.323855681186558,1.0,8,896.0,4.0,103,2904.0,1948,2002
2,0,0,0,0,1,1.0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,440.0,0,1,0,1961.0,1.0,1.0,1187,0,0,0,1,1888,1,0,0,0,1,14357,72.0,0,0,0,0,20,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,534278150,1.0,11.852962767755937,0.0,6,864.0,2.0,128,2051.0,1961,1961
3,0,1,0,0,0,1.0,0,1,0,0,0,0,1,0,0,1,1.0,1.0,0,0,1,0,0,0,0,1,0,0,0,299.0,0,0,1,1996.0,1.0,1.0,990,0,1,0,0,2121,1,0,0,0,1,8775,65.0,0,0,1,0,20,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,907125120,1.0,11.744037185933616,1.0,5,990.0,1.0,64,1980.0,1994,1994
3,0,1,0,0,0,1.0,0,1,0,0,0,0,1,0,1,0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,480.0,0,0,1,1999.0,1.0,0.0,1586,0,0,0,0,1176,1,0,1,0,0,2645,24.0,0,0,1,0,160,0.0,466.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,533236060,1.0,12.043553716032399,1.0,7,960.0,3.5,169,2546.0,1999,1999
3,0,1,0,0,0,1.0,0,0,0,0,0,0,1,0,0,1,1.0,1.0,0,0,1,0,0,0,0,1,0,0,0,576.0,0,0,1,1996.0,1.0,1.0,990,0,0,0,0,2773,1,0,0,0,1,13568,43.0,1,0,0,0,20,1.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,907135230,1.0,11.957611286231675,1.0,5,990.0,1.5,224,1980.0,1995,1995
2,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0,1,0,0,0,2,1,0,0,0,0,319.0,0,1,0,1957.0,1.0,1.0,1600,0,0,0,1,2619,1,0,0,0,1,16321,47.0,0,0,0,0,20,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,535426195,1.0,12.24288661865289,1.0,6,1484.0,2.0,546,3084.0,1957,1997
3,0,1,0,0,0,0.0,0,1,0,0,0,0,1,0,1,0,1.0,1.0,0,0,1,0,0,0,0,1,0,0,0,590.0,0,0,0,2007.0,1.0,1.0,1792,0,0,0,0,1796,1,0,1,0,0,8640,72.0,0,0,1,0,60,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,528458080,1.0,12.449018824140563,0.0,8,896.0,2.5,280,2688.0,2007,2007
1,0,1,0,0,0,0.0,0,1,0,0,0,0,1,0,0,1,0.0,0.0,0,0,0,1,0,1,1,0,0,0,0,297.0,0,1,0,1973.0,1.0,0.0,988,0,0,0,1,1598,1,0,0,0,1,1596,21.0,0,0,1,0,180,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,923225370,1.0,11.460578984598019,1.0,4,462.0,2.0,221,1450.0,1973,1973
3,0,0,0,0,1,1.0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,338.0,0,1,0,1958.0,1.0,1.0,1170,0,0,0,1,1965,1,0,0,0,1,7315,70.0,0,0,1,0,20,1.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,535453150,1.0,11.84939770159144,1.0,6,1170.0,1.5,225,2340.0,1958,1958
2,0,0,0,0,1,0.0,0,0,0,0,0,1,1,0,0,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,216.0,0,0,1,1930.0,1.0,0.0,1376,0,1,0,0,2651,1,0,0,0,1,7614,42.0,0,0,1,0,70,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,902134060,0.0,11.481434797878858,1.0,7,738.0,1.0,329,2114.0,1905,1950
